Unnamed: 0,text
22,<s>love: I knew I loved you before I met youI think I dreamed you into lifeI knew I loved you before I met youI have been waiting all my life</s>
23,<s>humor: I regard the writing of humor as a supreme artistic challenge.</s>
24,"<s>education: He warned Mother not to flout God's Will by expecting too much of us. ""Sending a girl to college is like pouring water in your shoes,' he still loves to say, as often as possible. 'It's hard to say which is worse, seeing it run out and waste the water, or seeing it hold in and wreck the shoes.</s>"
25,"<s>life: I realize that humor isn't for everyone. It's only for people who want to have fun, enjoy life, and feel alive.</s>"
26,"<s>funny: I saw a bottle of conditioner the other day that said, ""Family Size,""and I thought, That's odd, I didn't know too many families showered together.</s>"
27,"<s>funny: He and the girl had almost nothing to say to each other. One thing he did say was, 'I ain't got any tattoo on my back.''What you got on it?' the girl said.'My shirt,' Parker said. 'Haw.''Haw, haw,' the girl said politely.</s>"
28,"<s>hope: Our forces saved the remnants of the Jewish people of Europe for a new life and a new hope in the reborn land of Israel. Along with all men of good will, I salute the young state and wish it well.</s>"
29,<s>arts: Art is a liaison between some sort of deranged mentality and others who are not going through it.</s>
30,"<s>relationship: A wedding is and event, but marriage is a life.</s>"
31,"<s>inspiration: I love words. I crave descriptions that overwhelm my imagination with vivid detail. I dwell on phrases that make my heart thrum. I cherish expressions that pierce my emotions and force the tears to spill over. In essence, I long for a writer's soul sealed in ink on the page.</s>"
32,"<s>faith: You have to believe what you're saying if you're going to convince me. I just can't break that rule, even if I want to.</s>"
33,"<s>education: Learning is an ornament in prosperity, a refuge in adversity, and a provision in old age.</s>"
34,<s>love: Cut the ending. Revise the script. The man of her dreams is a girl.</s>
35,<s>god: My God is love and sweetly suffers all.</s>
36,<s>hope: You can cut all the flowers but you cannot keep Spring from coming.</s>
37,"<s>religion: Don't go taking that gospel stuff seriously. It's nice to clean you out now and then, but it ain't for real. It's like bad whiskey. Run through you fast and leave you with pain.</s>"
38,<s>relationship: A tamed woman will never leave her mark in the world.</s>
39,<s>inspiration: The future doesn't belong to the light-hearted. It belongs to the brave.</s>
40,"<s>life: Life's like a play: it's not the length, but the excellence of the acting that matters.</s>"
41,<s>inspiration: Nobody ever lives their life all the way up except bullfighters.</s>
42,<s>life: I don't think that there are any limits to how excellent we could make life seem.</s>
43,"<s>humor: You humans, always eating. I'll make you soup. You can eat it while you keep working.""Myrnin set aside his book and walked into the back of the lab.""Don't use the same beaker you used for poisons!""Claire yelled after him. He waved a pale hand. ""I mean it!</s>"
44,<s>faith: Do not be afraid; our fateCannot be taken from us; it is a gift.</s>
45,<s>inspiration: You can't outwit fate by standing on the sidelines placing little sidebets about the outcome of life. either you wade in and risk everything you have to play the game or you don't play at all. and if u don't play u can't win.</s>
46,"<s>humor: I don't have a caustic sense of humor. What I find funny, that humor comes from a much gentler place.</s>"
47,"<s>quotes: When the waves of love, extinguish the fire of resentment, then the dawn of peace on earth will begin.</s>"
48,"<s>inspiration: So what? You're another person, so of course you look different. What do you need to be ashamed for?</s>"
49,"<s>religion: Love and religion! thought Clarissa, going back into the drawing room, tingling all over. How detestable, how detestable they are!</s>"
50,"<s>friendship: I've learned from my dealings with Johnny Carson that no matter what kind of friendship you think you have with people you're working with, when the chips are down, it's all about business.</s>"
51,"<s>life: ...nothing ever happens quickly (except when it does). Nothing is ever, ever easy (except when it is). And, most of all, nothing ever goes perfectly according to plan (except in the movies).</s>"
52,"<s>success: One of the key elements of human behavior is, humans have a greater fear of loss than enjoyment of success. All the academic studies will show you that the fear of loss of capital is far greater than the enjoyment of gains.</s>"
53,"<s>death: The life you have left is a gift. Cherish it. Enjoy it now, to the fullest. Do what matters, now.</s>"
54,"<s>science: If the facts don't fit the theory, change the facts.</s>"
55,"<s>books: The book is a film that takes place in the mind of the reader. That's why we go to movies and say, ""Oh, the book is better.</s>"
56,"<s>philosophy: Stagnation is death. With love, accept and welcome changes.</s>"
57,<s>life: You're on Earth. There's no cure for that.</s>
58,<s>faith: Never stop believing that your dreams are eternal.</s>
59,<s>philosophy: Reason is the power or capacity whereby we see or detect logical relationships among propositions.</s>
60,<s>hope: We hope the world will act in the spirit of enlightened self-interest.</s>
61,"<s>humor: I think I'm too cynical for L.A. My sense of humor doesn't go down well here, which probably affects my love life. I need to have a laugh track following me around so people know I'm trying to be funny.</s>"
62,"<s>success: There is a deep sadness to American poverty, greater than the sadness of any other kind. It's because America has such an ideology of success.</s>"
63,<s>life: Enjoy life. There's plenty of time to be dead.</s>
64,"<s>humor: No matter how much water a sink takes on, it never lives up to its name. The Titanic would never have sunk if it were made out of a sink.</s>"
65,<s>wisdom: The best way to see Faith is to shut the eye of Reason.</s>
66,"<s>inspiration: If you're going to be crazy, you have to get paid for it or else you're going to be locked up.</s>"
67,<s>love: I have decided to stick to love...Hate is too great a burden to bear.</s>
68,"<s>books: Have you thought of an ending?""""Yes, several, and all are dark and unpleasant.""""Oh, that won't do! Books ought to have good endings. How would this do: and they all settled down and lived together happily ever after?""""It will do well, if it ever came to that.""""Ah! And where will they live? That's what I often wonder.</s>"
69,<s>wisdom: The roses of romance grow when you water your relationship with gratitude. Love will bloom and blossom when you recognize the awesome.</s>
70,"<s>humor: I liked the humor of it, I've always enjoyed a sense of humor in God and in religion and in spirituality.</s>"
71,"<s>romance: She wanted something else, something different, something more. Passion and romance, perhaps, or maybe quiet conversations in candlelit rooms, or perhaps something as simple as not being second.</s>"
72,"<s>god: Though the mills of God grind slowly, yet they grind exceeding small; Though with patience He stands waiting, with exactness grinds He all.</s>"
73,"<s>love: Then, one stupid person, no different from any other stupid person, wanders into your stupid life...you give them a piece of you. They don't ask for it. They do something dumb one day like kiss you or smile at you, and then your life isn't your own anymore.</s>"
74,<s>positive: Depression Busy people have neither the time nor the swimming skills to take a divein a pool of depression.</s>
75,"<s>truth: If you always attach positive emotions to the things you want, and never attach negative emotions to the things you don't, then that which you desire most will invariably come your way.</s>"
76,"<s>faith: Pactum serva""- ""Keep the faith</s>"
77,<s>inspiration: I'd rather die while I'm living than live while I'm dead.</s>
78,"<s>life: True friendship multiplies the good in life and divides its evils. Strive to have friends, for life without friends is like life on a desert island... to find one real friend in a lifetime is good fortune; to keep him is a blessing.</s>"
79,"<s>purpose: But we are strong, each in our purpose, and we are all more strong together.</s>"
80,<s>love: Did you think you could stop me? I'll burn the world down to save her.</s>
81,"<s>hope: I hope that some day the practice of producing cowpox in human beings will spread over the world - when that day comes, there will be no more smallpox.</s>"
82,"<s>inspiration: I believe it is in my nature to dance by virtue of the beat of my heart, the pulse of my blood and the music in my mind.</s>"
83,"<s>romance: This has to be the most self-centered thing I've ever said, but no, I think you just wanted to vex me.</s>"
84,"<s>love: Kissing - and I mean like, yummy, smacking kissing - is the most delicious, most beautiful and passionate thing that two people can do, bar none. Better than sex, hands down.</s>"
85,"<s>inspiration: The best of a book is not the thought which it contains, but the thought which it suggests; just as the charm of music dwells not in the tones but in the echoes of our hearts.</s>"
86,<s>inspiration: Yoga is not just repetation of few postures - it is more about the exploration and discovery of the subtle energies of life.</s>
87,"<s>love: That's what I love about Aibileen, she can take the most complicated things in life and wrap them up so small and simple, they'll fit right in your pocket.</s>"
88,"<s>success: To this day, just always treat people the way you want to be treated. Whether it's family or friends or co-workers, I think it's the most important thing. Whether you have success or don't have it, whether you're a good person is all that matters.</s>"
89,<s>life: I still have a Gypsy sense of adventure. I don't think I have slept in the same bed for more than three or four months my whole life. I am always planting vegetables that I never get to eat and flowers that I never see flower. I have always moved around the world.</s>
90,<s>philosophy: An over examination of life can deter you from life itself</s>
91,<s>inspiration: Behind your greatest fears lie your greatest rewards.</s>
92,"<s>love: I miss him in so many ways, but right now I miss him in the way you always miss someone when you're single among a room full of couples.</s>"
93,"<s>love: Freely we serveBecause we freely love, as in our willTo love or not; in this we stand or fall.</s>"
94,<s>success: Success comes to those who hustle wisely.</s>
95,"<s>inspiration: It's an enormous wall that's built between you and your dreams. And if every day, you just chip away... It may take ten years, but eventually you just might see some light.</s>"
96,"<s>love: Sometimes good things fall apart, so better things can fall together.</s>"
97,<s>humor: My brain? That's my second favorite organ.</s>
98,<s>truth: The truth has become an insult.</s>
99,<s>arts: Every painting is a voyage into a sacred harbour.</s>
100,"<s>truth: At first, they'll only dislike what you say, but the more correct you start sounding the more they'll dislike you.</s>"
101,"<s>arts: My philosophy is that I'm an artist. I perform an art not with a paint brush or a camera. I perform with bodily movement. Instead of exhibiting my art in a museum or a book or on canvas, I exhibit my art in front of the multitudes.</s>"
102,<s>relationship: Between hello and goodbye is I love you.</s>
103,"<s>humor: Between men and women there is no friendship possible. There is passion, enmity, worship, love, but no friendship.</s>"
104,"<s>education: The author meets an African-American who observes that his fellows who begin with aspirations to a good education, solid career, and the raising of a family slowly lose that incentive. Even those who have a college education, he observes, need to take menial jobs and begin to look for excitement in less productive places.</s>"
105,"<s>education: Let education kindle only those which are truly beneficialto the human species; let it favour those alone which are really necessary to the maintenance of society. The passions of man are dangerous, only because every thing conspires to give them an evil direction.</s>"
106,"<s>arts: When I first started doing these roasts in the mid '90s, they were a lost art, like jousting or calligraphy. But I feel like roasts help tame the room and let off steam... It's like it's all being handled by professionals.</s>"
107,<s>humor: When beetles fight these battles in a bottle with their paddles and the bottle's on a poodle and the poodle's eating noodles......they call this a muddle puddle tweetle poodle beetle noodle bottle paddle battle.</s>
108,<s>funny: What? Quinn's one of them? I just thought he was an a*shole!</s>
109,<s>love: If I had a flower for every time I thought of you...I could walk through my garden forever.</s>
110,<s>writing: Virtually every writer I know would rather be a musician.</s>
111,"<s>humor: I'm too young, too smart and too good-looking to die.</s>"
112,"<s>truth: ... just because [butterflies'] lives were short didn't mean they were tragic... See, they have a beautiful life.</s>"
113,"<s>inspiration: If a man does not keep pace with his companions, perhaps it is because he hears a different drummer. Let him step to the music which he hears, however measured or far away.</s>"
114,<s>philosophy: Never say never</s>
115,"<s>books: In the dark, with the windows lit and the rows of books glittering, the library is a closed space, a universe of self-serving rules that pretend to replace or translate those of the shapeless universe beyond.</s>"
116,"<s>writing: a good writer should draw the reader in by starting in the middle of the story with a hook, then go back and fill in what happened before the hook. Once you have the reader hooked, you can write whatever you want as you slowly reel them in.</s>"
117,"<s>romance: My God, Jack - with a look like that, you two should just get a room. And try not to pick the one with a dead body next to it this time.</s>"
118,"<s>love: I love sleep. My life has the tendency to fall apart when I'm awake, you know?</s>"
119,<s>philosophy: Absurdity is one of the most human things about us: a manifestation of our most advanced and interesting characteristics.</s>
120,"<s>inspiration: True happiness is to enjoy the present, without anxious dependence upon the future, not to amuse ourselves with either hopes or fears but to rest satisfied with what we have, which is sufficient, for he that is so wants nothing. The greatest blessings of mankind are within us and within our reach. A wise man is content with his lot, whatever it may be, without wishing for what he has not.</s>"
121,"<s>quotes: Oh my love, you are my life boat in the ocean of my life.</s>"
122,<s>hope: Youth is easily deceived because it is quick to hope.</s>
123,"<s>inspiration: The pressures on gay teens can be overwhelming--to keep secrets, tell lies, deny who you are, and try to be who you're not. Remember: you are special and worth being cared about, loved, and accepted just as you are. Never, ever let anyone convince you otherwise.</s>"
124,"<s>truth: A lie, sometimes, can be truer than the truth, which is why fiction gets written.</s>"
125,"<s>humor: There are two motives for reading a book; one, that you enjoy it; the other, that you can boast about it.</s>"
126,"<s>death: IT'S A SWORD, said the Hogfather. THEY'RE NOT /MEANT/ TO BE SAFE.</s>"
127,"<s>life: In my many years I have come to a conclusion that one useless man is a shame, two is a law firm, and three or more is a congress.</s>"
128,"<s>inspiration: I learned...that inspiration does not come like a bolt, nor is it kinetic, energetic striving, but it comes into us slowly and quietly and all the time, though we must regularly and every day give it a little chance to start flowing, prime it with a little solitude and idleness.</s>"
129,"<s>success: Real success is not rooted in positions, places or possessions, but in fulfilment of God's purposes for our lives.</s>"
130,"<s>hope: 'Halal in the Family' will expose a broad audience to some of the realities of being Muslim in America. By using satire, we will encourage people to reconsider their assumptions about Muslims, while providing a balm to those experiencing anti-Muslim bias. I also hope those Uncles and Aunties out there will crack a smile!</s>"
131,"<s>hope: If I'm the people's poet, then I ought to be in people's hands - and, I hope, in their heart.</s>"
132,"<s>success: Quitting is never an option on the road to success. Find the way forward. If you have a positive mindset and are willing to persevere, there is little that is beyond your reach. The attitude of being ready to work even in the face of challenges and despite odds is what will make all the difference in your life.</s>"
133,"<s>mind: The learnin' mind is the livin' mind... an' any sort o' smart is truesome smart, old smart or new, high smart or low.</s>"
134,<s>success: Success is like reaching an important birthday and finding you're exactly the same.</s>
135,<s>writing: The story is always better than your ability to write it.</s>
136,"<s>quotes: berhati-hatilah kalo menghujat para maling dan pelacur. ""Because we might do the same.</s>"
137,"<s>writing: Digression is the soul of wit. Take the philosophic asides away from Dante, Milton or Hamlet's father's ghost and what stays is dry bones.</s>"
138,<s>inspiration: I meant what I said and I said what I meant. An elephant's faithful one-hundred percent!</s>
139,"<s>success: Flaming enthusiasm, backed by horse sense and persistence, is the quality that most frequently makes for success.</s>"
140,"<s>god: It is of great significance if there is a person who truly prays in a family. Prayer attracts God's Grace and all the members of the family feel it, even those whose hearts have grown cold. Pray always.</s>"
141,<s>science: Nobody is driven by abstractions like 'seeking truth.</s>
142,"<s>humor: Making benches is no walk in the park. It takes one a lot of love to make a bench, and then it takes two to make love on that bench.</s>"
143,"<s>success: If you care about what you do and work hard at it, there isn't anything you can't do if you want to.</s>"
144,"<s>life: I wonder why I don't go to bed and go to sleep. But then it would be tomorrow, so I decide that no matter how tired, no matter how incoherent I am, I can skip on hour more of sleep and live.</s>"
145,<s>arts: A room hung with pictures is a room hung with thoughts.</s>
146,"<s>love: God turns you from one feeling to another and teaches by means of opposites so that you will have two wings to fly, not one</s>"
147,"<s>education: Traps!""he said. ""Never in the world! Don't think it! Why, Gower is just a necessary olf bore. Nobody's supposed to know much about him--except instructors and their hapless students.</s>"
148,<s>books: Never trust a man who reads only one book.</s>
149,<s>faith: The most confused you will ever get is when you try to convince your heart and spirit of something your mind knows is a lie.</s>
150,"<s>writing: Writing, the art of communicating thoughts to the mind through the eye, is the great invention of the world...enabling us to converse with the dead, the absent, and the unborn, at all distances of time and space.</s>"
151,"<s>science: The most beautiful thing we can experience is the mysterious. It is the source of all true art and all science. He to whom this emotion is a stranger, who can no longer pause to wonder and stand rapt in awe, is as good as dead: his eyes are closed.</s>"
152,"<s>success: People think that the opposite of success is failure, but it's not. Failure is part of the process of success.</s>"
153,<s>success: The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.</s>
154,"<s>hope: Being insecure - I'm a master, a virtuoso - they can be handing me the keys to the kingdom and all I can think is, I hope I don't drop the key.</s>"
155,<s>purpose: A wind that blows aimlessly is no good to anyone.</s>
156,"<s>love: Liza, I love you more than any words can say. You have made me a complete person. You are everything to me. And I cannot think of living life without you. And I love you forever.</s>"
157,"<s>friendship: Read as you taste fruit or savor wine, or enjoy friendship, love or life.</s>"
158,"<s>friendship: But it all comes down to friendship, treating people right.</s>"
159,<s>positive: To change the world takes time; to change yourself takes courage.</s>
160,"<s>education: The question is not, -- how much does the youth know? when he has finished his education -- but how much does he care? and about how many orders of things does he care? In fact, how large is the room in which he finds his feet set? and, therefore, how full is the life he has before him?</s>"
161,<s>poetry: I am sore wounded but not slainI will lay me down and bleed a whileAnd then rise up to fight again</s>
162,"<s>quotes: Think about peace, dream about peace, and take action to make the world peaceful.</s>"
163,"<s>inspiration: If not in the moment, where do you propose to live?</s>"
164,"<s>love: The things that will destroy America are prosperity-at-any-price, peace-at-any-price, safety-first instead of duty-first, the love of soft living, and the get-rich-quick theory of life.</s>"
165,"<s>success: When I was working in my first job engineering construction, what I liked the most was working with architects and making buildings that had this creative side coming from the architect and that were making them a big success.</s>"
166,"<s>romance: Who are you?""I asked.""You know who I am,""he replied. ""I'm yours.""~Clea / Sage, pg. 105</s>"
167,"<s>arts: Those who educate children well are more to be honored than they who produce them; for these only gave them life, those the art of living well.</s>"
168,<s>funny: Rejection is an opportunity for your selection.</s>
169,"<s>god: By Hays' reasoning, penetrating a rectum with a penis is a violation of how God meant humans to function. However, penetrating a human body with a sword, a common way to kill people in biblical times, is acceptable. Apparently human bodies were designed to be penetrated by metal implements, but not by flesh.</s>"
170,<s>arts: We should always remember that sensitiveness and emotion constitute the real content of a work of art.</s>
171,<s>life: I am a person who is unhappy with things as they stand. We cannot accept the world as it is. Each day we should wake up foaming at the mouth because of the injustice of things.</s>
172,"<s>life: You take away all the other luxuries in life, and if you can make someone smile and laugh, you have given the most special gift: happiness.</s>"
173,"<s>writing: Writing is a concentrated form of thinking...a young writer sees that with words he can place himself more clearly into the world. Words on a page, that's all it takes to help him separate himself from the forces around him, streets and people and pressures and feelings. He learns to think about these things, to ride his own sentences into new perceptions.</s>"
174,<s>love: The essence of Hinduism is the same essence of all true religions: Bhakti or pure love for God and genuine compassion for all beings.</s>
175,"<s>inspiration: I hope you find true meaning, contentment, and passion in your life. I hope you navigate the difficult times and come out with greater strength and resolve. I hope you find whatever balance you seek with your eyes wide open. And I hope that you - yes, you - have the ambition to lean in to your career and run the world. Because the world needs you to change it.</s>"
176,"<s>love: If music be the food of love, play on.</s>"
177,<s>arts: I see myself and many artists like me as the torchbearers through these dark ages.</s>
178,"<s>humor: Elizabeth: ""Your balls, Mr. Darcy?""Darcy: ""They belong to you, Miss Bennett.</s>"
179,"<s>education: Most learning is not the result of instruction. It is rather the result of unhampered participation in a meaningful setting. Most people learn best by being ""with it,""yet school makes them identify their personal, cognitive growth with elaborate planning and manipulation.</s>"
180,"<s>love: That's when I finally got it. I finally understood. It wasn't the thought that counted. It was the actual execution that mattered, the showing up for somebody. The intent behind it wasn't enough. Not for me. Not anymore. It wasn't enough to know that deep down, he loved me. You had to actually say it to somebody, show them you cared. And he just didn't. Not enough.</s>"
181,<s>humor: Stories of imagination tend to upset those without one.</s>
182,<s>life: That it will never come again is what makes life sweet.</s>
183,"<s>writing: I want to be clear about this. If you wrote from experience, you'd get maybe one book, maybe three poems. Writers write from empathy.</s>"
184,<s>wisdom: We do learn and develop when we are exposed to those who are greater than we are. Perhaps this is the chief way we mature.</s>
185,<s>humor: This book was written using 100% recycled words.</s>
186,"<s>love: Do I love you because you're beautiful, or are you beautiful because I love you?</s>"
187,<s>books: It's not that I don't like people. It's just that when I'm in the company of others - even my nearest and dearest - there always comes a moment when I'd rather be reading a book.</s>
188,"<s>poetry: The flower bloomed and faded. The sun rose and sank. The lover loved and went. And what the poets said in rhyme, the young translated into practice.</s>"
189,"<s>love: I love him wholly and unconditionally and without reservation. I love him enough to sacrifice a friendship. I love him enough to accept my own happiness and use it, in turn, to make him happy back.</s>"
190,"<s>funny: I want to protect innocent people from sin by locking them in cages, where the evil can't get to them.</s>"
191,<s>inspiration: Take Care Of Your Tongue Like The Way You Take Care Of Gold & Silver.</s>
192,"<s>arts: Perhaps it's good for one to suffer. Can an artist do anything if he's happy? Would he ever want to do anything? What is art, after all, but a protest against the horrible inclemency of life?</s>"
193,"<s>humor: Since the goal of my programs is to show audiences how humor can both help them heal as well as deal with not-so-funny stuff, I decided to discuss the events of the previous week, the pain all of us were feeling, and how humor and some laughter might be beneficial.</s>"
194,"<s>love: Day leans in toward me. He reaches up to touch my face. I can tell it still hurts him to use his fingers, and his nails are dark with dried blood. ""You're brilliant,""he says. ""But you're a fool to stay wish someone like me.""I close my eyes at the touch of his hand. ""Then we're both fools.</s>"
195,"<s>love: And I ask why am I black, they say I was born in sin, and shamed inequity. One of the main songs we used to sing in church makes me sick, 'love wash me and I shall be whiter than snow.</s>"
196,<s>hope: I am hope.</s>
197,"<s>success: People tend to be generous when sharing their nonsense, fear, and ignorance. And while they seem quite eager to feed you their negativity, please remember that sometimes the diet we need to be on is a spiritual and emotional one. Be cautious with what you feed your mind and soul. Fuel yourself with positivity and let that fuel propel you into positive action.</s>"
198,"<s>religion: Faith is, at one and the same time, absolutely necessary and altogether impossible.</s>"
199,<s>inspiration: The essential lesson I've learned in life is to just be yourself. Treasure the magnificent being that you are and recognize first and foremost you're not here as a human being only. You're a spiritual being having a human experience.</s>
200,"<s>books: I can imagine no greater bliss than to lie about, reading novels all day.</s>"
201,"<s>humor: I don't think that I could have survived in my family without a naughty sense of humor; yeah, absolutely. I think my brother and I both get our senses of humor from our parents. I mean, my mother was absolutely hilarious and foul. She had the most ridiculously off color sense of humor, so that was sort of what we grew up with.</s>"
202,"<s>wisdom: Love now, not later. Also, love later.</s>"
203,"<s>hope: A good teacher can inspire hope, ignite the imagination, and instill a love of learning.</s>"
204,"<s>inspiration: Accept yourself, your strengths, your weaknesses, your truths, and know what tools you have to fulfill your purpose.</s>"
205,"<s>god: Can a mortal ask questions which God finds unanswerable? Quite easily, I should think. All nonsense questions are unanswerable.</s>"
206,"<s>humor: I've been encouraging documentary filmmakers to use more and more humor, and they're loath to do that because they think if it's a documentary it has to be deadly serious - it has to be like medicine that you're supposed to take. And I think it's what keeps the mass audience from going to documentaries.</s>"
207,<s>arts: Every mind which has given itself to self-expression in art is aware of a directing agency outside its conscious control which it has agreed to label 'inspiration'.</s>
208,"<s>soul: Shine your soul with the same egoless humility as the rainbow and no matter where you go in this world or the next, love will find you, attend you, and bless you.</s>"
209,"<s>humor: If I was on the road to Hell, at least I was going in style.</s>"
210,"<s>success: Some of you may be perfectly happy with mediocrity. Some of you will get nothing but heartbreak. Some of you will be heralded as geniuses and become huge. Of course, all of you think that one describes you...hence the delusion necessary to push on.</s>"
211,<s>faith: To fear is to have more faith in your antagonist than in Christ.</s>
212,"<s>god: God is love,""she said. ""And he respects love, whether it's between a parents, and child, a man and woman, or friends. I don't think he cares about religion one little bit. Live your life right. Love with all your heart. Don't hurt others, and help those in need. That is all you need to know. And don't worry about heaven. If it exists, you'll be welcome.</s>"
213,<s>writing: Good fiction creates its own reality.</s>
214,"<s>hope: Hope is the thing with feathersThat perches in the soul,And sings the tune without the words,And never stops at all,And sweetest in the gale is heard;And sore must be the stormThat could abash the little birdThat kept so many warm.I've heard it in the chilliest landAnd on the strangest sea;Yet, never, in extremity,It asked a crumb of me.</s>"
215,<s>writing: and sometimes I sitdown at my typewriterand I thinknot of someonecause there isn't anyoneto thinkabout and i wonderis it worth it</s>
216,"<s>faith: She had walked to the brink, abandoning all belief, and just before the bitter end, she was pulled from the abyss by faith.</s>"
217,<s>science: [In the Universe it may be that] Primitive life is very common and intelligent life is fairly rare. Some would say it has yet to occur on Earth.</s>
218,<s>education: Only the educated are free.</s>
219,"<s>wisdom: There is more in you of good than you know, child of the kindly West. Some courage and some wisdom, blended in measure. If more of us valued food and cheer and song above hoarded gold, it would be a merrier world.</s>"
220,"<s>inspiration: By choosing recovery and risking to be real, we set the healthy boundaries that say, ""I am in charge of my recovery and my life, and no one else on this Earth is.</s>"
221,<s>humor: There's a difference between preferring books to parties and preferring sixteen cats to seeing the light of day.</s>
222,<s>education: Education enlightens you to see the beauty of life.</s>
223,<s>hope: To love means loving the unlovable. To forgive means pardoning the unpardonable. Faith means believing the unbelievable. Hope means hoping when everything seems hopeless.</s>
224,"<s>inspiration: He who takes offense when no offense is intended is a fool, and he who takes offense when offense is intended is a greater fool.</s>"
225,"<s>inspiration: Do an evening review at the end of the day to reflect on what went well, and what you'd do differently next time.</s>"
226,<s>science: Please don't die.</s>
227,"<s>religion: If there is a God, atheism must seem to Him as less of an insult than religion.</s>"
228,<s>happiness: Maybe happiness too is a metaphor invented on a day of boredom</s>
229,<s>writing: Better a good journalist than a poor assassin.</s>
230,"<s>happiness: When life gives you pain, accept it. When life gives you happiness, reject it.</s>"
231,<s>poetry: We have seen the best minds of our generation destroyed by boredom at poetry readings.</s>
232,"<s>inspiration: No name-calling truly bites deep unless, in some dark part of us, we believe it. If we are confident enough then it is just noise.</s>"
233,"<s>purpose: ESL New immigrantswho've taken ESL (English as a Second Language),will always misunderstand sarcasm ~but those fuckers sure as shit enjoy the prices at Walmart.</s>"
234,<s>romance: A woman could be as beautiful as she felt herself to be.</s>
235,"<s>god: And God is able to make all grace abound to you, so that in all things at all times, having all that you need, you will abound in every good work.</s>"
236,<s>education: I think it's hard to learn democracy when we make children prisoners until they're nineteen years old.</s>
237,"<s>writing: Making love to me is amazing. Wait, I meant: making love, to me, is amazing. The absence of two little commas nearly transformed me into a sex god.</s>"
238,"<s>love: Believe in a love that is being stored up for you like an inheritance, and have faith that in this love there is a strength and a blessing so large that you can travel as far as you wish without having to step outside it.</s>"
239,"<s>truth: I count as blessings things I could have benefited from, even if I neglected to utilize them. A gift is still a gift, even if left wrapped and unopened.</s>"
240,"<s>humor: How are you feeling?""I leaned away from him. ""Gross.""Aiden frowned. ""Gross?""""I haven't brushed my teeth or washed my face in days. Don't come near me.""He laughed. ""Alex, come on.""""Seriously, I'm gross.""I put my hand over my mouth.Ignoring my protests, he leaned over and brushed my string hair back. ""You're as beautiful as always, Alex.""I stared at him. He must not get out much.</s>"
241,"<s>success: Monetary success is not success. Career success is not success. Life, someone that loves you, giving to others, doing something that makes you feel complete and full. That is success. And it isn't dependent on anyone else.</s>"
242,"<s>success: The mind is the mine of man, wherein he digs out good or evil.</s>"
243,<s>knowledge: Pizza vs. Internet Porn I'm still debating whether pizza or internet porn is the best thing ever invented.I've already jack-off three times while eating a double-cheese pepperoni piemaking my careful deliberations.</s>
